ttr_score,hapax_ratio,zipf_alpha,lora_r,learning_rate,dropout,val_loss
0.309,0.525,1.492,16,1.1e-05,0.181,4.0
0.275,0.375,1.417,16,1.8e-05,0.123,4.0
0.529,0.434,1.98,4,4.5e-05,0.168,0.7344
0.163,0.373,1.917,16,0.000748,0.182,1.1092
0.383,0.634,1.582,32,0.000584,0.234,1.3046
0.171,0.435,1.177,4,0.000112,0.241,2.1946
0.452,0.654,1.557,4,0.000162,0.222,1.723
0.553,0.406,1.792,4,3.8e-05,0.005,1.4624
0.317,0.276,1.038,16,0.000219,0.167,1.4579
0.344,0.313,1.434,16,3e-05,0.129,4.0
0.564,0.413,1.043,16,1e-05,0.173,4.0
0.36,0.418,1.244,64,0.000844,0.182,1.4635
0.344,0.512,1.092,64,5.8e-05,0.185,1.5151
0.389,0.235,1.961,64,0.000111,0.105,1.4408
0.445,0.495,1.169,4,1.6e-05,0.134,4.0
0.153,0.567,1.15,16,0.000113,0.005,3.1029
0.511,0.506,1.972,64,0.000638,0.281,2.0383
0.318,0.389,1.516,4,0.000569,0.296,2.1071
0.136,0.695,1.758,32,0.000143,0.12,1.6451
0.493,0.343,1.327,64,0.000517,0.126,1.5627
0.288,0.164,1.533,4,5.4e-05,0.138,3.0524
0.15,0.593,1.007,8,2.4e-05,0.088,4.0
0.417,0.227,1.409,64,7e-05,0.131,1.1534
0.54,0.528,1.555,32,0.000416,0.108,1.4216
0.544,0.207,1.514,4,0.000259,0.006,2.0836
0.579,0.11,1.406,64,5.9e-05,0.038,1.5865
0.534,0.196,1.788,64,4.8e-05,0.024,1.2735
0.101,0.326,1.502,8,0.000848,0.072,1.5653
0.29,0.164,1.636,4,3.4e-05,0.03,4.0
0.509,0.219,1.185,4,4.1e-05,0.069,1.3384
0.283,0.559,1.862,4,4.9e-05,0.001,4.0
0.401,0.562,1.363,16,0.000368,0.297,1.9594
0.403,0.59,1.482,8,0.000502,0.033,2.3451
0.283,0.605,1.352,4,2.7e-05,0.252,4.0
0.552,0.352,1.892,8,6.5e-05,0.031,1.3196
0.352,0.621,1.901,16,0.000538,0.093,1.6065
0.332,0.416,1.224,4,4.2e-05,0.282,3.4682
0.599,0.382,1.753,8,6.4e-05,0.093,1.4994
0.347,0.531,1.103,8,0.000128,0.196,1.1887
0.189,0.228,1.03,16,0.000192,0.095,1.0159
0.357,0.574,1.837,8,4e-05,0.283,2.5956
0.507,0.358,1.131,16,0.000142,0.003,2.2686
0.488,0.176,1.155,64,0.000281,0.075,1.7415
0.494,0.172,1.607,8,1.5e-05,0.124,4.0
0.454,0.199,1.817,16,0.000997,0.247,1.3648
0.227,0.634,1.19,32,0.000734,0.172,1.7427
0.531,0.695,1.114,4,2e-05,0.268,2.8501
0.547,0.314,1.077,4,4.6e-05,0.265,1.9542
0.197,0.275,1.025,4,3.7e-05,0.287,4.0
0.165,0.231,1.116,16,1.1e-05,0.055,4.0
0.588,0.594,1.943,16,0.000101,0.127,1.5995
0.534,0.226,1.095,4,2.1e-05,0.128,2.6647
0.547,0.654,1.598,16,1.9e-05,0.037,2.9569
0.543,0.5,1.921,8,2.6e-05,0.284,1.2566
0.371,0.638,1.628,8,0.00033,0.109,1.9739
0.423,0.432,1.033,8,1.8e-05,0.192,4.0
0.373,0.514,1.596,64,0.000181,0.181,1.5225
0.126,0.472,1.903,4,3.8e-05,0.071,4.0
0.473,0.599,1.323,32,1.4e-05,0.172,4.0
0.353,0.602,1.314,4,0.000903,0.077,1.974
0.424,0.454,1.249,8,0.000197,0.086,1.857
0.351,0.48,1.506,4,2.6e-05,0.165,4.0
0.346,0.653,1.238,64,0.000103,0.137,1.1845
0.186,0.658,1.724,8,6e-05,0.127,4.0
0.239,0.499,1.645,64,2.2e-05,0.118,4.0
0.179,0.105,1.401,64,0.000836,0.226,1.9565
0.198,0.163,1.723,64,0.000523,0.084,1.4533
0.586,0.615,1.098,8,5.5e-05,0.094,1.9673
0.177,0.151,1.75,64,0.000418,0.174,1.2321
0.235,0.228,1.603,64,2.4e-05,0.289,4.0
0.395,0.238,1.63,32,1.4e-05,0.087,4.0
0.405,0.46,1.065,4,0.000113,0.125,1.843
0.177,0.446,1.618,32,6.1e-05,0.039,4.0
0.497,0.274,1.494,4,1.4e-05,0.192,4.0
0.493,0.225,1.486,8,0.000182,0.075,1.963
0.219,0.559,1.322,32,0.000436,0.158,1.3154
0.244,0.661,1.008,16,0.000113,0.126,1.5299
0.569,0.132,1.423,8,1.3e-05,0.233,4.0
0.513,0.18,1.401,8,5.7e-05,0.25,1.5508
0.449,0.485,1.423,4,3.2e-05,0.221,2.2801
0.141,0.583,1.612,4,2e-05,0.135,4.0
0.309,0.575,1.3,64,0.0001,0.124,1.1564
0.38,0.532,1.269,16,1.4e-05,0.124,4.0
0.194,0.632,1.498,8,1.3e-05,0.15,4.0
0.324,0.23,1.592,8,0.000358,0.186,1.771
0.401,0.164,1.567,32,7.2e-05,0.097,0.7035
0.264,0.469,1.882,4,0.000309,0.22,1.0797
0.49,0.593,1.769,32,4.5e-05,0.272,0.8955
0.52,0.449,1.052,4,5e-05,0.02,2.2246
0.262,0.678,1.563,4,7.2e-05,0.006,3.097
0.519,0.577,1.418,32,4.1e-05,0.203,0.8519
0.152,0.52,1.361,32,0.000131,0.194,1.5154
0.519,0.136,1.958,32,1.4e-05,0.138,4.0
0.176,0.165,1.457,4,0.00013,0.248,1.8834
0.141,0.571,1.719,16,0.000268,0.225,0.5375
0.421,0.219,1.967,32,0.000965,0.29,1.8344
0.336,0.117,1.151,4,0.000188,0.251,1.9632
0.554,0.646,1.055,32,0.000262,0.025,2.7619
0.282,0.634,1.314,16,0.000155,0.125,1.3153
0.244,0.231,1.044,16,0.000798,0.107,1.753
0.35,0.568,1.117,64,0.000416,0.251,1.6046
0.328,0.129,1.992,64,0.00017,0.071,1.7913
0.272,0.271,1.96,16,4.6e-05,0.033,4.0
0.447,0.474,1.691,32,4.5e-05,0.023,1.4498
0.48,0.558,1.753,64,0.000321,0.169,1.7995
0.526,0.106,1.14,4,0.00072,0.092,1.7358
0.586,0.296,1.595,16,0.000936,0.057,2.2969
0.233,0.229,1.154,32,3.3e-05,0.273,4.0
0.458,0.699,1.378,4,0.000153,0.005,2.701
0.297,0.503,1.345,16,0.000254,0.132,1.4892
0.439,0.343,1.614,16,6.7e-05,0.146,0.91
0.338,0.145,1.08,32,1.7e-05,0.162,4.0
0.597,0.459,1.103,32,3.7e-05,0.228,1.3177
0.464,0.485,1.61,8,0.000107,0.002,1.9463
0.576,0.59,1.636,32,1.7e-05,0.071,2.4177
0.517,0.273,1.34,4,4.2e-05,0.234,1.3731
0.551,0.689,1.147,64,3.3e-05,0.102,1.4207
0.507,0.364,1.886,32,5.1e-05,0.173,0.9966
0.33,0.278,1.053,32,0.000236,0.085,1.6262
0.226,0.309,1.717,64,9e-05,0.025,2.1372
0.285,0.412,1.14,64,5.7e-05,0.076,2.7499
0.11,0.662,1.637,16,3.5e-05,0.247,4.0
0.362,0.541,1.664,16,0.000238,0.102,1.4998
0.353,0.446,1.804,64,0.000223,0.165,1.4496
0.363,0.198,1.395,64,7.8e-05,0.004,1.3191
0.587,0.19,1.022,64,3.6e-05,0.157,1.016
0.556,0.401,1.811,4,0.000415,0.217,1.4474
0.181,0.537,1.444,8,0.000506,0.175,1.4682
0.284,0.551,1.847,4,0.000492,0.007,2.1164
0.312,0.236,1.776,8,6.1e-05,0.006,1.9138
0.28,0.16,1.498,16,3.2e-05,0.266,4.0
0.499,0.331,1.999,64,0.000492,0.064,2.2782
0.362,0.651,1.462,4,0.000911,0.205,1.5635
0.386,0.427,1.697,64,2.4e-05,0.009,4.0
0.527,0.292,1.67,64,0.000187,0.091,1.9749
0.503,0.294,1.518,64,4.6e-05,0.097,1.2566
0.166,0.179,1.585,4,9.4e-05,0.256,3.2793
0.457,0.384,1.799,64,0.000139,0.241,1.5846
0.318,0.575,1.572,16,0.000119,0.25,0.8811
0.247,0.681,1.45,8,0.000334,0.283,1.4362
0.125,0.401,1.662,32,0.000878,0.112,1.1769
0.344,0.2,1.036,16,1.5e-05,0.065,4.0
0.278,0.51,1.109,8,0.000233,0.221,1.352
0.226,0.554,1.125,32,0.000111,0.025,1.9851
0.447,0.143,1.426,64,6.2e-05,0.293,1.7748
0.485,0.61,1.872,16,0.000211,0.224,1.4329
0.222,0.598,1.643,32,0.000592,0.086,1.5769
0.125,0.384,1.973,32,0.000166,0.237,1.3619
0.524,0.436,1.04,32,0.000438,0.273,1.8928
0.105,0.528,1.722,64,3.9e-05,0.046,4.0
0.569,0.506,1.314,8,7.5e-05,0.198,1.7397
0.414,0.11,1.023,8,2.2e-05,0.043,4.0
0.261,0.173,1.826,16,0.00014,0.171,0.6082
0.223,0.198,1.163,64,0.000301,0.055,1.0832
0.105,0.553,1.214,8,0.000144,0.153,2.2352
0.218,0.364,1.34,16,0.000667,0.15,1.7268
0.169,0.427,1.788,8,0.000523,0.09,1.2305
0.406,0.564,1.625,4,7.1e-05,0.016,1.6953
0.183,0.305,1.265,64,0.000139,0.236,1.3647
0.364,0.549,1.168,4,0.000197,0.143,1.7043
0.395,0.365,1.11,8,0.000412,0.204,1.9789
0.249,0.326,1.15,8,1.4e-05,0.262,4.0
0.118,0.3,1.868,4,0.000412,0.077,0.7956
0.119,0.679,1.923,64,1.4e-05,0.174,4.0
0.113,0.563,1.968,16,0.000275,0.246,0.3957
0.47,0.112,1.835,32,8.5e-05,0.28,1.6056
0.259,0.674,1.887,4,3e-05,0.021,4.0
0.498,0.565,1.816,64,0.000259,0.045,2.2969
0.316,0.19,1.958,64,0.000551,0.037,2.0946
0.326,0.146,1.846,32,0.000454,0.032,1.5354
0.356,0.285,1.462,16,2.4e-05,0.276,4.0
0.457,0.475,1.323,16,0.000162,0.192,1.7897
0.237,0.47,1.584,8,0.000212,0.263,1.016
0.161,0.266,1.608,8,1.3e-05,0.129,4.0
0.378,0.367,1.575,4,4.5e-05,0.268,2.1903
0.263,0.227,1.707,16,1.6e-05,0.191,4.0
0.321,0.13,1.699,4,6.8e-05,0.239,1.8359
0.423,0.41,1.087,8,0.000285,0.173,1.9626
0.347,0.308,1.286,4,0.000408,0.09,1.893
0.41,0.426,1.89,32,0.000336,0.169,1.662
0.372,0.668,1.59,4,3.5e-05,0.218,3.305
0.47,0.186,1.329,8,2e-05,0.201,4.0
0.453,0.101,1.85,8,0.000556,0.14,1.3178
0.367,0.146,1.249,32,0.000306,0.006,1.7585
0.439,0.378,1.409,32,0.000324,0.174,1.5929
0.537,0.524,1.276,16,3.5e-05,0.278,1.4598
0.316,0.448,1.871,32,0.000139,0.278,0.9638
0.306,0.397,1.728,32,0.000625,0.258,1.526
0.482,0.312,1.46,16,0.000466,0.186,1.6625
0.391,0.286,1.932,32,3.4e-05,0.153,2.8507
0.136,0.326,1.927,64,0.000797,0.007,1.9606
0.546,0.467,1.712,64,5.7e-05,0.105,1.3541
0.115,0.201,1.892,64,0.00014,0.256,2.4823
0.474,0.563,1.719,32,0.00029,0.048,1.953
0.479,0.445,1.628,8,3.2e-05,0.242,1.6967
0.577,0.261,1.421,8,6.1e-05,0.081,1.617
0.127,0.401,1.273,16,0.000722,0.164,1.6003
0.398,0.678,1.06,8,1.4e-05,0.088,4.0
0.314,0.112,1.801,8,1.1e-05,0.082,4.0
0.265,0.22,1.122,16,0.00085,0.262,2.068
0.145,0.369,1.41,64,0.000563,0.207,1.4606
0.381,0.483,1.235,16,0.000399,0.065,2.186
0.34,0.227,1.455,8,4.6e-05,0.143,2.723
0.152,0.659,1.315,8,5.7e-05,0.154,4.0
0.406,0.486,1.83,16,0.000623,0.219,1.2479
0.469,0.626,1.978,32,0.000891,0.204,1.3602
0.484,0.298,1.942,8,1.3e-05,0.202,4.0
0.553,0.597,1.622,8,8.6e-05,0.114,1.7912
0.305,0.327,1.979,16,6.3e-05,0.069,1.6684
0.577,0.252,1.401,8,0.000298,0.151,1.8307
0.533,0.647,1.522,32,9.7e-05,0.226,1.2935
0.248,0.155,1.257,32,1.4e-05,0.269,4.0
0.18,0.666,1.898,16,2.2e-05,0.22,4.0
0.318,0.375,1.18,4,4.1e-05,0.119,3.9976
0.301,0.696,1.61,64,0.000375,0.287,1.7301
0.388,0.424,1.799,32,0.000353,0.26,1.6257
0.392,0.554,1.595,32,0.000349,0.271,1.4807
0.475,0.104,1.079,64,0.000358,0.085,1.6281
0.355,0.398,1.611,16,6.8e-05,0.295,1.3222
0.152,0.542,1.767,8,0.00017,0.081,1.2061
0.529,0.57,1.188,16,1.9e-05,0.049,3.3795
0.255,0.195,1.737,4,2.8e-05,0.064,4.0
0.586,0.351,1.879,4,4.4e-05,0.195,1.0672
0.159,0.351,1.986,64,0.000106,0.12,2.907
0.579,0.162,1.41,4,2.3e-05,0.048,1.6968
0.146,0.366,1.025,4,0.000561,0.224,2.2775
0.216,0.584,1.419,64,0.000175,0.042,1.5308
0.123,0.28,1.66,64,0.000119,0.022,2.8589
0.453,0.36,1.891,64,1.1e-05,0.257,4.0
0.525,0.677,1.938,64,0.000133,0.163,2.1034
0.317,0.119,1.91,64,0.000679,0.191,1.984
0.564,0.455,1.658,32,2.8e-05,0.3,1.1359
0.395,0.546,1.683,8,2.8e-05,0.287,4.0
0.415,0.557,1.002,64,0.000675,0.125,1.4716
0.523,0.53,1.364,8,0.000463,0.148,1.7684
0.248,0.536,1.907,4,0.00023,0.018,1.343
0.277,0.135,1.69,32,0.000293,0.147,1.0977
0.553,0.42,1.468,64,1.3e-05,0.084,4.0
0.55,0.57,1.104,32,0.000333,0.227,1.829
0.588,0.156,1.246,16,0.000308,0.109,1.8394
0.551,0.107,1.555,8,1.3e-05,0.004,4.0
0.164,0.589,1.898,64,0.00038,0.213,1.1201
0.512,0.527,1.096,8,0.000191,0.062,2.3927
0.305,0.347,1.154,8,0.000139,0.082,1.2171
0.595,0.664,1.655,16,0.000107,0.023,2.4442
0.336,0.56,1.294,8,0.000106,0.234,1.1035
0.377,0.681,1.17,4,2.9e-05,0.074,4.0
0.365,0.658,1.178,8,1e-05,0.229,4.0
0.261,0.389,1.493,16,0.000831,0.007,2.0131
0.138,0.553,1.584,16,8.4e-05,0.193,4.0
0.548,0.502,1.904,64,1.2e-05,0.036,4.0
0.501,0.587,1.53,4,4.6e-05,0.127,1.3846
0.17,0.573,1.691,8,5.6e-05,0.093,4.0
0.488,0.192,1.181,16,0.000552,0.234,1.9349
0.413,0.24,1.713,16,4.8e-05,0.238,1.3233
0.305,0.259,1.649,8,0.000574,0.256,1.8972
0.227,0.591,1.216,8,7.7e-05,0.005,3.3453
0.53,0.586,1.669,64,2.2e-05,0.255,2.1856
0.45,0.397,1.211,64,3.7e-05,0.073,1.7076
0.374,0.448,1.594,4,0.000496,0.251,1.8952
0.405,0.596,1.669,64,2.1e-05,0.251,4.0
0.146,0.288,1.693,64,0.00017,0.067,1.2418
0.337,0.13,1.909,32,0.000283,0.074,1.4027
0.197,0.39,1.948,8,4.2e-05,0.049,4.0
0.204,0.648,1.81,64,0.000405,0.054,1.8332
0.431,0.574,1.879,32,4.2e-05,0.286,1.4398
0.556,0.32,1.019,32,3.5e-05,0.115,1.4075
0.302,0.139,1.363,64,1.4e-05,0.012,4.0
0.204,0.482,1.04,16,0.000148,0.099,1.2899
0.424,0.601,1.225,64,0.000116,0.015,1.9503
0.536,0.499,1.382,64,0.000211,0.294,2.126
0.474,0.355,1.868,8,8.6e-05,0.2,0.9934
0.534,0.174,1.512,16,2.6e-05,0.154,1.6142
0.368,0.646,1.649,4,1.6e-05,0.034,4.0
0.476,0.266,1.363,64,0.0001,0.08,1.5254
0.17,0.235,1.603,64,0.000119,0.231,2.0277
0.274,0.59,1.816,8,0.000732,0.271,1.3916
0.295,0.689,1.301,4,9.8e-05,0.246,1.1512
0.356,0.496,1.932,32,0.000734,0.201,1.4806
0.565,0.475,1.213,16,0.000186,0.163,2.0295
0.537,0.292,1.919,4,2e-05,0.139,2.1121
0.167,0.112,1.028,64,1.5e-05,0.047,4.0
0.186,0.215,1.543,32,0.000838,0.035,1.3681
0.279,0.451,1.985,8,2.6e-05,0.242,4.0
0.245,0.191,1.61,64,5e-05,0.237,4.0
0.407,0.63,1.555,8,1.2e-05,0.005,4.0
0.551,0.213,1.682,16,3.5e-05,0.156,0.9402
0.581,0.413,1.289,8,0.000818,0.045,2.303
0.427,0.407,1.054,4,1.5e-05,0.23,4.0
0.519,0.462,1.251,4,0.000627,0.055,1.8311
0.363,0.296,1.176,16,1.4e-05,0.154,4.0
0.204,0.624,1.924,16,0.0002,0.202,0.5132
0.362,0.367,1.852,16,9.8e-05,0.117,0.609
0.378,0.52,1.318,4,0.000289,0.201,1.8091
0.471,0.482,1.836,64,0.000359,0.274,1.8507
0.21,0.17,1.212,4,0.000227,0.216,1.2516
0.284,0.474,1.2,8,2.5e-05,0.097,4.0
0.282,0.43,1.768,16,0.000186,0.106,0.8255
0.58,0.639,1.327,32,0.000172,0.1,2.0615
0.322,0.629,1.065,4,0.000502,0.144,2.4963
0.478,0.191,1.72,32,1.7e-05,0.027,4.0
0.475,0.149,1.99,64,0.000161,0.006,2.3448
0.233,0.277,1.566,4,2.6e-05,0.093,4.0
0.386,0.692,1.264,64,0.000212,0.245,1.506
0.547,0.113,1.373,64,0.000109,0.261,2.3193
0.338,0.504,1.649,4,2.4e-05,0.224,4.0
0.573,0.465,1.701,4,1.8e-05,0.055,2.3771
0.207,0.488,1.886,64,0.00025,0.148,1.1155
0.137,0.231,1.909,16,0.000432,0.152,0.6733
0.546,0.236,1.861,4,5.5e-05,0.058,1.0891
0.524,0.358,1.648,64,0.000175,0.11,1.9845
0.596,0.158,1.45,8,0.000409,0.088,1.6832
0.44,0.145,1.679,32,0.00028,0.076,1.4957
0.568,0.153,1.667,8,0.000288,0.122,1.6602
0.513,0.444,1.218,4,0.00013,0.095,1.994
0.522,0.339,1.508,4,1.9e-05,0.279,3.2627
0.385,0.276,1.208,4,0.000783,0.189,1.7184
0.291,0.289,1.899,4,4.1e-05,0.174,4.0
0.567,0.224,1.323,8,1.7e-05,0.125,2.6517
0.316,0.347,1.805,16,0.000534,0.136,1.3947
0.369,0.222,1.377,64,0.000582,0.135,1.7459
0.323,0.519,1.764,64,0.000565,0.005,2.3013
0.382,0.174,1.221,64,0.000108,0.287,1.5024
0.335,0.669,1.764,32,4.2e-05,0.215,2.9048
0.124,0.154,1.18,4,0.00042,0.164,1.2008
0.541,0.666,1.491,8,0.000716,0.071,2.0989
0.322,0.6,1.114,8,1e-05,0.001,4.0
0.394,0.508,1.528,8,0.000648,0.084,1.8775
0.17,0.647,1.821,16,3e-05,0.235,4.0
0.102,0.184,1.756,4,0.000389,0.291,1.3151
0.223,0.206,1.051,64,0.000418,0.228,1.4343
0.452,0.251,1.492,64,0.000133,0.129,1.6025
0.15,0.247,1.852,4,7.5e-05,0.254,4.0
0.554,0.287,1.65,64,2.8e-05,0.299,1.8274
0.208,0.445,1.059,64,3e-05,0.092,4.0
0.202,0.117,1.326,4,9.9e-05,0.123,2.0647
0.191,0.329,1.557,8,1.9e-05,0.13,4.0
0.107,0.248,1.173,32,0.000226,0.115,0.9184
0.486,0.464,1.682,4,1.2e-05,0.193,4.0
0.538,0.691,1.635,64,1.1e-05,0.262,4.0
0.407,0.411,1.202,64,0.000105,0.26,1.2007
0.194,0.355,1.55,32,3.4e-05,0.031,4.0
0.243,0.321,1.812,32,9e-05,0.009,1.6944
0.338,0.571,1.375,32,0.00013,0.131,0.9699
0.577,0.143,1.247,4,4.2e-05,0.043,1.3857
0.224,0.676,1.701,8,0.000573,0.021,2.2936
0.466,0.351,1.071,32,9.8e-05,0.032,1.7524
0.32,0.288,1.833,16,0.000441,0.19,1.4006
0.249,0.684,1.943,8,0.000611,0.105,1.6552
0.328,0.662,1.965,32,0.000601,0.189,1.6798
0.136,0.485,1.433,64,1.4e-05,0.014,4.0
0.499,0.111,1.623,4,1.2e-05,0.28,4.0
0.222,0.549,1.857,64,0.000153,0.29,1.0115
0.463,0.301,1.223,64,6.6e-05,0.28,1.3373
0.134,0.333,1.028,4,0.00035,0.071,1.8825
0.578,0.195,1.385,8,0.000808,0.258,2.3442
0.197,0.414,1.884,64,1.4e-05,0.116,4.0
0.541,0.547,1.505,8,0.000182,0.209,2.0202
0.505,0.264,1.53,4,0.000162,0.057,1.9911
0.584,0.663,1.691,32,0.000547,0.126,1.4647
0.339,0.217,1.575,64,4.2e-05,0.268,3.4827
0.464,0.14,1.054,64,0.000107,0.137,1.261
0.285,0.487,1.561,4,0.000761,0.279,1.816
0.192,0.61,1.648,4,0.00098,0.107,1.8486
0.322,0.672,1.642,32,0.000136,0.178,0.7923
0.183,0.56,1.728,4,2.6e-05,0.133,4.0
0.591,0.22,1.52,16,0.000386,0.039,1.5541
0.148,0.687,1.9,16,5.6e-05,0.144,4.0
0.395,0.652,1.464,4,0.000668,0.108,1.9559
0.413,0.198,1.518,32,0.00039,0.059,1.4565
0.369,0.435,1.78,16,0.000758,0.127,1.2956
0.431,0.433,1.833,64,2.7e-05,0.085,3.3667
0.158,0.366,1.648,32,6.8e-05,0.077,4.0
0.378,0.691,1.126,4,3.2e-05,0.258,3.9288
0.244,0.136,1.332,16,0.00076,0.23,2.0037
0.57,0.476,1.02,32,0.000295,0.203,1.9447
0.481,0.223,1.295,64,1.1e-05,0.109,4.0
0.586,0.416,1.57,4,3.6e-05,0.069,1.4335
0.119,0.568,1.805,8,0.000299,0.189,0.598
0.243,0.248,1.586,16,0.00023,0.084,0.907
0.198,0.336,1.04,64,1.2e-05,0.225,4.0
0.106,0.67,1.259,32,5.9e-05,0.145,4.0
0.221,0.557,1.578,16,0.000387,0.273,1.3032
0.439,0.444,1.709,16,4.8e-05,0.269,1.0857
0.216,0.233,1.866,4,3e-05,0.133,4.0
0.355,0.355,1.968,64,0.000263,0.286,2.3026
0.544,0.564,1.892,16,0.000202,0.198,1.4548
0.447,0.592,1.467,16,1.1e-05,0.182,4.0
0.297,0.247,1.747,64,0.000648,0.028,1.8428
0.286,0.497,1.241,32,9.4e-05,0.295,1.2364
0.328,0.157,1.064,4,0.000519,0.027,2.4137
0.189,0.114,1.055,16,6e-05,0.081,4.0
0.417,0.429,1.241,64,5.6e-05,0.051,1.3665
0.282,0.235,1.038,8,1.8e-05,0.017,4.0
0.526,0.147,1.85,32,0.000394,0.3,2.0615
0.478,0.538,1.49,4,1e-05,0.096,4.0
0.405,0.399,1.811,8,3.8e-05,0.014,2.2218
0.282,0.578,1.94,32,1.4e-05,0.037,4.0
0.205,0.498,1.994,16,0.000266,0.071,0.8503
0.488,0.538,1.937,4,0.000271,0.012,2.1031
0.343,0.284,1.717,32,4.2e-05,0.044,2.7855
0.212,0.258,1.442,32,0.000254,0.01,0.8748
0.198,0.461,1.598,32,3.1e-05,0.05,4.0
0.183,0.22,1.816,32,4.2e-05,0.134,4.0
0.489,0.589,1.898,8,0.000411,0.293,1.3717
0.214,0.414,1.956,4,0.000301,0.203,0.7954
0.363,0.236,1.731,16,0.000353,0.161,1.4996
0.326,0.475,1.54,4,1.7e-05,0.297,4.0
0.39,0.667,1.968,8,1.8e-05,0.211,4.0
0.539,0.149,1.959,4,4e-05,0.111,0.7769
0.534,0.166,1.478,8,1.6e-05,0.238,4.0
0.326,0.606,1.649,8,0.00011,0.145,1.101
0.108,0.166,1.809,8,0.000115,0.012,3.0908
0.313,0.124,1.433,8,5e-05,0.191,3.0585
0.403,0.309,1.829,32,6.8e-05,0.219,0.9408
0.379,0.38,1.111,4,1.6e-05,0.294,4.0
0.426,0.442,1.481,64,0.000228,0.029,2.1627
0.177,0.404,1.483,8,3.4e-05,0.097,4.0
0.423,0.648,1.685,8,0.000358,0.217,1.7387
0.191,0.561,1.116,4,0.000348,0.194,1.4814
0.475,0.69,1.103,32,0.000152,0.155,1.9792
0.27,0.386,1.901,16,7.5e-05,0.057,1.6722
0.455,0.151,1.304,8,2.6e-05,0.063,3.0077
0.124,0.673,1.327,32,0.00075,0.291,1.262
0.304,0.102,1.777,32,0.00062,0.032,1.4684
0.453,0.566,1.415,64,0.000319,0.219,1.8838
0.213,0.119,1.833,8,0.000686,0.001,1.4488
0.498,0.557,1.401,32,0.000629,0.037,1.7193
0.415,0.663,1.761,64,0.000111,0.256,1.1484
0.394,0.334,1.525,32,2.6e-05,0.093,4.0
0.277,0.245,1.936,64,2.6e-05,0.298,4.0
0.341,0.236,1.327,64,9.9e-05,0.219,1.2027
0.399,0.395,1.363,64,0.000282,0.11,1.8182
0.336,0.203,1.97,32,6.4e-05,0.128,1.3823
0.449,0.504,1.738,16,6.4e-05,0.072,1.0514
0.317,0.321,1.773,4,1.4e-05,0.245,4.0
0.201,0.294,1.296,64,0.000361,0.002,1.5054
0.207,0.377,1.532,8,2.2e-05,0.072,4.0
0.103,0.426,1.314,4,0.000627,0.261,1.3689
0.25,0.185,1.26,16,2.2e-05,0.292,4.0
0.474,0.525,1.535,4,0.000305,0.132,2.0124
0.497,0.63,1.988,4,0.00031,0.248,1.3851
0.201,0.267,1.215,16,0.000529,0.245,1.8109
0.58,0.208,1.243,8,0.00011,0.232,2.203
0.351,0.556,1.243,64,6.4e-05,0.253,1.3512
0.558,0.21,1.792,32,1.6e-05,0.284,3.1664
0.453,0.125,1.51,8,0.000467,0.016,1.8781
0.461,0.472,1.385,8,6.8e-05,0.108,1.2952
0.143,0.244,1.844,64,0.000951,0.21,1.6333
0.21,0.203,1.297,8,4e-05,0.058,4.0
0.104,0.689,1.392,8,7.5e-05,0.159,4.0
0.458,0.275,1.074,4,6.8e-05,0.187,1.7445
0.272,0.642,1.119,4,9e-05,0.05,2.2316
0.493,0.207,1.137,16,2.8e-05,0.205,2.1785
0.269,0.591,1.347,16,3.5e-05,0.011,4.0
0.51,0.401,1.524,16,8.3e-05,0.008,1.7447
0.165,0.147,1.001,32,0.000348,0.222,1.442
0.187,0.54,1.19,64,0.000308,0.196,0.9564
0.27,0.635,1.176,32,2.3e-05,0.229,4.0
0.304,0.198,1.253,32,0.000116,0.004,1.1007
0.274,0.535,1.166,16,0.000111,0.023,1.7187
0.482,0.367,1.195,64,0.000139,0.092,1.602
0.148,0.552,1.984,32,4.3e-05,0.031,4.0
0.276,0.528,1.595,4,0.000273,0.099,1.5934
0.519,0.116,1.763,32,3.6e-05,0.168,1.0992
0.133,0.207,1.819,4,4.5e-05,0.166,4.0
0.571,0.383,1.668,32,2.4e-05,0.027,1.3908
0.593,0.66,1.704,64,2.1e-05,0.022,2.3525
0.144,0.305,1.632,4,0.000579,0.013,1.6122
0.246,0.477,1.649,4,6.1e-05,0.264,3.4324
0.286,0.107,1.928,16,0.000324,0.229,1.4329
0.488,0.527,1.186,4,0.000329,0.247,1.9076
0.398,0.462,1.275,32,0.000139,0.006,1.6966
0.422,0.529,1.093,32,0.000449,0.215,1.8428
0.479,0.643,1.837,16,1e-05,0.19,4.0
0.159,0.188,1.449,8,2.1e-05,0.029,4.0
0.517,0.257,1.907,4,0.000511,0.175,1.3093
0.453,0.697,1.412,4,0.000747,0.019,2.427
0.389,0.194,1.443,4,0.000105,0.136,1.2167
0.545,0.532,1.448,32,0.000244,0.205,1.5895
0.45,0.535,1.612,64,2.1e-05,0.018,4.0
0.201,0.51,1.766,64,0.00022,0.153,0.9416
0.315,0.236,1.351,64,0.000199,0.207,1.3801
0.347,0.229,1.63,16,1.7e-05,0.015,4.0
0.128,0.5,1.204,16,0.000368,0.261,1.1689
0.577,0.212,1.554,32,1.2e-05,0.106,3.894
0.164,0.497,1.547,64,0.000912,0.094,1.8549
0.449,0.396,1.889,8,0.000855,0.036,1.3481
0.353,0.332,1.896,4,0.000375,0.296,1.764
